mag_id	species	superkingdom	phylum	class	data_type	source	access	note
3300029122_28	3300029122_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029488_19	3300029488_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029393_17	3300029393_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014898_2	3300014898_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007915_2	3300007915_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029563_11	3300029563_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029604_26	3300029604_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027869_20	3300027869_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022753_141	3300022753_141	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029411_7	3300029411_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028024_9	3300028024_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008599_3	3300008599_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011818_1	3300011818_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029488_13	3300029488_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029608_7	3300029608_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011976_16	3300011976_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029320_7	3300029320_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029257_8	3300029257_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029381_41	3300029381_41	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003364_3	3300003364_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025668_24	3300025668_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025587_18	3300025587_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029794_16	3300029794_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007210_8	3300007210_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011936_14	3300011936_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028324_1	3300028324_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011593_1	3300011593_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029609_20	3300029609_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020377_8	3300020377_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013131_86	3300013131_86	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029472_14	3300029472_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027968_48	3300027968_48	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029604_18	3300029604_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020207_22	3300020207_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025748_23	3300025748_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029375_22	3300029375_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008626_10	3300008626_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025261_33	3300025261_33	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014776_8	3300014776_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007105_20	3300007105_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029111_21	3300029111_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025433_15	3300025433_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029558_15	3300029558_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011914_6	3300011914_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014744_3	3300014744_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028559_49	3300028559_49	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300015214_24	3300015214_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029747_31	3300029747_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012841_6	3300012841_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026299_23	3300026299_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029076_5	3300029076_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027794_13	3300027794_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014963_23	3300014963_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027820_10	3300027820_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029620_28	3300029620_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027986_18	3300027986_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010049_58	3300010049_58	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025536_8	3300025536_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029557_9	3300029557_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025671_89	3300025671_89	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029197_10	3300029197_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012214_1	3300012214_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029647_8	3300029647_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029859_10	3300029859_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011873_5	3300011873_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007517_46	3300007517_46	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005460_29	3300005460_29	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012864_11	3300012864_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025705_52	3300025705_52	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028635_11	3300028635_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025608_31	3300025608_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029749_22	3300029749_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008432_1	3300008432_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011865_2	3300011865_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029821_28	3300029821_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013138_152	3300013138_152	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011456_2	3300011456_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008404_7	3300008404_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027730_35	3300027730_35	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026985_4	3300026985_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013644_1	3300013644_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029480_13	3300029480_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026961_2	3300026961_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029464_6	3300029464_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009702_98	3300009702_98	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024328_14	3300024328_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029875_19	3300029875_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029382_20	3300029382_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029751_13	3300029751_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027826_12	3300027826_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011211_2	3300011211_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008520_22	3300008520_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025110_4	3300025110_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024932_5	3300024932_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028576_27	3300028576_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011987_4	3300011987_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029198_13	3300029198_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029338_17	3300029338_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006038_23	3300006038_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008636_16	3300008636_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026299_16	3300026299_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026549_66	3300026549_66	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025297_21	3300025297_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025198_2	3300025198_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008382_3	3300008382_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014765_1	3300014765_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029607_31	3300029607_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027419_12	3300027419_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027262_5	3300027262_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013100_20	3300013100_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029034_10	3300029034_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025865_20	3300025865_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006226_76	3300006226_76	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003894_18	3300003894_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008650_7	3300008650_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029132_18	3300029132_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017929_26	3300017929_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011977_20	3300011977_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024185_7	3300024185_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029490_19	3300029490_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008485_3	3300008485_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024357_5	3300024357_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029328_6	3300029328_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027607_31	3300027607_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029587_26	3300029587_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008299_9	3300008299_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013636_1	3300013636_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027819_104	3300027819_104	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010281_12	3300010281_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029719_42	3300029719_42	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029351_9	3300029351_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300000497_2	3300000497_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007220_11	3300007220_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011596_1	3300011596_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029617_25	3300029617_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011915_2	3300011915_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010274_28	3300010274_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029571_26	3300029571_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028591_32	3300028591_32	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013126_97	3300013126_97	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029113_17	3300029113_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009779_48	3300009779_48	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011806_1	3300011806_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029576_23	3300029576_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008734_13	3300008734_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027051_25	3300027051_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025161_7	3300025161_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026112_3	3300026112_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029430_18	3300029430_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028071_5	3300028071_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025294_16	3300025294_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027276_54	3300027276_54	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
